,shading60,move_sequence,shading_move_0,shading_move_1,shading_move_2,shading_move_3,shading_move_4,shading_move_5,shading_move_6,shading_move_7,shading_move_8,shading_move_9,shading_move_10,shading_move_11,shading_move_12,read_sequence
SPC_0763,26.0,0111111101010,26.0,24.2,21.4,24.2,24.2,21.4,24.2,24.2,26.0,24.2,23.6,21.4,26.0,0010010000110
SPC_0764,25.7,0001000100100,25.7,23.2,23.2,23.7,25.7,25.7,23.2,21.0,23.2,23.2,23.7,25.7,25.7,0110001111000
SPC_0765,23.6,0001111111101,23.6,21.0,21.0,18.5,18.5,18.5,18.5,18.5,18.5,21.5,21.5,21.0,18.5,0111111110011
SPC_0766,24.1,0010001110000,24.1,24.1,19.2,24.1,24.1,24.1,19.2,22.1,19.2,21.5,21.5,21.5,21.5,0010001011111
SPC_0767,27.1,0101000100111,27.1,22.7,27.1,22.7,27.1,27.1,27.1,25.3,24.8,24.8,22.7,25.3,22.7,0101000011101
SPC_0768,25.2,0111100011100,25.2,23.2,20.4,20.4,20.4,25.2,25.2,25.2,23.2,23.2,20.4,22.7,22.7,0011100000111
SPC_0769,24.2,0001011000010,24.2,21.6,21.6,22.2,21.6,19.2,22.2,24.2,24.2,21.6,24.2,19.2,24.2,0110110001010
SPC_0770,24.5,0110010001000,24.5,22.4,22.4,21.9,24.5,19.5,21.9,21.9,21.9,22.4,21.9,24.5,24.5,0001011110100
SPC_0771,24.8,0100111111011,24.8,20.0,22.3,22.3,22.9,22.9,20.0,20.0,22.9,20.0,24.8,22.9,20.0,0111001101001
SPC_0772,23.2,1000001010000,21.1,23.2,20.5,20.5,20.5,20.5,18.0,20.5,18.0,23.2,20.5,23.2,20.5,0011111110101
SPC_0773,25.9,0101101001010,25.9,21.3,25.9,24.0,21.3,23.5,24.0,25.9,23.5,21.3,23.5,24.0,25.9,0100110011100
SPC_0774,24.2,0101010101111,24.2,19.3,24.2,19.3,24.2,22.2,21.7,22.2,21.7,19.3,22.2,19.3,19.3,0101001011011
SPC_0775,23.5,0101110111101,23.5,21.5,20.9,18.5,18.5,21.5,23.5,21.5,18.5,21.5,18.5,20.9,18.5,0011100010111
SPC_0776,26.6,0001110111101,26.6,26.6,26.6,24.8,24.8,24.8,24.3,24.8,24.8,22.1,24.8,26.6,24.8,0000001001000
SPC_0777,22.2,0000110101101,22.2,22.2,19.4,22.2,20.0,16.9,19.4,16.9,22.2,16.9,16.9,22.2,20.0,0010011101100
SPC_0778,27.0,0110000101101,27.0,25.2,25.2,24.7,27.0,27.0,27.0,25.2,27.0,25.2,22.5,24.7,22.5,0001000000111
SPC_0779,25.1,0100110011111,25.1,23.1,22.6,22.6,20.3,23.1,22.6,25.1,20.3,23.1,23.1,20.3,20.3,0011101010011
SPC_0780,27.3,0111011100001,25.0,25.5,25.5,25.5,27.3,25.5,25.5,25.5,25.0,25.0,25.0,27.3,22.9,1000000011101
SPC_0781,23.8,0110011010111,23.8,21.7,18.7,21.1,21.1,21.7,18.7,23.8,18.7,21.1,18.7,21.7,21.7,0011101011100
SPC_0782,27.6,0101110010000,27.6,23.3,27.6,23.3,23.3,25.8,27.6,25.4,23.3,25.4,27.6,25.4,25.4,0101100111011
SPC_0783,26.0,0000111110000,26.0,23.6,23.6,23.6,21.4,24.1,24.1,24.1,24.1,26.0,23.6,26.0,23.6,0111100000101
SPC_0784,25.4,0110000000011,25.4,20.7,20.7,25.4,23.0,23.0,25.4,25.4,25.4,25.4,25.4,23.5,20.7,0110110000001
SPC_0785,27.2,0110001101011,27.2,22.9,22.9,25.0,25.0,27.2,22.9,25.5,25.0,22.9,27.2,22.9,22.9,0111101011011
SPC_0786,21.8,0111110101001,21.8,19.6,16.4,19.6,19.6,19.6,21.8,19.6,19.0,19.6,21.8,21.8,16.4,0010000010001
SPC_0787,24.4,0101000111011,24.4,19.5,24.4,19.5,21.9,24.4,24.4,19.5,22.4,22.4,24.4,22.4,19.5,0101100100001
SPC_0788,26.4,0101010000111,26.4,21.9,26.4,21.9,24.1,24.6,24.1,26.4,26.4,26.4,24.6,24.6,21.9,0101101000001
SPC_0789,24.3,0101101101110,24.3,19.3,21.7,22.3,22.3,24.3,19.3,22.3,24.3,22.3,19.3,19.3,21.7,0110001000111
SPC_0790,23.0,0000110011111,23.0,20.3,20.3,23.0,17.8,20.9,20.3,23.0,17.8,17.8,17.8,20.9,17.8,0110101011101
SPC_0791,25.6,0010011001001,25.6,25.6,23.7,23.1,23.1,20.9,23.7,23.1,23.1,20.9,23.1,23.1,20.9,0001110111111
SPC_0792,0.0,0001100000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_0793,22.9,0010010100101,22.9,22.9,20.8,22.9,20.2,20.8,20.2,20.8,20.2,22.9,17.7,22.9,17.7,0000101010101
SPC_0794,22.5,0110110100011,22.5,20.3,17.2,19.7,17.2,20.3,19.7,17.2,19.7,19.7,19.7,17.2,17.2,0011101111111
SPC_0795,27.8,0010001111000,27.8,25.6,23.5,27.8,25.6,25.6,26.1,23.5,23.5,26.1,27.8,27.8,27.8,0110110110000
SPC_0796,24.7,0111111101100,24.7,22.7,19.8,22.7,19.8,19.8,19.8,19.8,22.2,19.8,22.7,24.7,22.2,0010111111001
SPC_0797,26.9,0000001111101,26.9,24.6,26.9,26.9,26.9,24.6,22.5,25.1,25.1,25.1,22.5,24.6,25.1,0100011000110
SPC_0798,0.0,0101101011011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_0799,23.5,0110000110000,23.5,21.5,21.5,23.5,23.5,20.9,20.9,18.4,18.4,23.5,20.9,23.5,20.9,0000011110101
SPC_0800,23.8,0000011000001,23.8,23.8,23.8,21.1,23.8,18.7,18.7,21.1,23.8,21.1,23.8,23.8,21.7,0001011101000
SPC_0801,25.0,0000111110010,25.0,25.0,22.5,25.0,20.2,23.0,20.2,23.0,23.0,25.0,22.5,23.0,25.0,0010101000100
SPC_0802,25.0,0001000100001,25.0,25.0,25.0,23.1,22.6,22.6,25.0,20.3,22.6,25.0,25.0,25.0,20.3,0000110110001
SPC_0803,24.7,0010010001100,24.7,22.2,19.9,22.2,24.7,19.9,22.2,22.2,22.2,19.9,22.8,22.2,24.7,0111011111010
SPC_0804,27.3,0110110001101,27.3,23.0,25.5,25.1,25.5,23.0,27.3,25.1,27.3,23.0,25.5,25.1,23.0,0101010101011
SPC_0805,22.4,0100101010011,22.4,20.2,22.4,22.4,20.2,19.6,17.1,19.6,20.2,22.4,22.4,20.2,20.2,0000011100000
SPC_0806,26.2,1000000000100,24.4,23.9,26.2,23.9,26.2,23.9,23.9,26.2,23.9,26.2,21.7,23.9,23.9,0101011010111
SPC_0807,25.2,0111011011111,25.2,23.3,20.5,23.3,25.2,20.5,23.3,25.2,23.3,20.5,20.5,20.5,20.5,0010010001111
SPC_0808,24.9,0100100000101,24.9,20.1,22.4,24.9,20.1,24.9,24.9,22.4,24.9,24.9,23.0,24.9,23.0,0110100100000
SPC_0809,25.6,0011001100011,25.6,23.2,23.7,23.7,23.2,25.6,23.7,21.0,23.2,23.2,23.2,21.0,23.7,0100100111110
SPC_0810,26.9,0010001110110,26.9,26.9,22.5,24.6,24.6,26.9,22.5,22.5,22.5,26.9,22.5,25.1,26.9,0011101110100
SPC_0811,25.3,0111111000111,25.3,20.6,20.6,20.6,20.6,20.6,20.6,22.9,22.9,22.9,20.6,23.4,20.6,0111111111101
SPC_0812,25.5,0100110010000,25.5,20.8,25.5,25.5,23.6,23.6,25.5,25.5,23.6,25.5,23.1,25.5,23.1,0100000000101
SPC_0813,27.8,0001000100000,27.8,25.6,25.6,26.1,27.8,27.8,25.6,23.6,27.8,27.8,25.6,25.6,25.6,0110001100111
SPC_0814,25.5,0000100100011,25.5,25.5,25.5,25.5,23.5,23.0,23.0,20.8,23.0,23.0,25.5,20.8,20.8,0000011111011
SPC_0815,26.1,0111100011111,26.1,21.5,21.5,24.2,21.5,23.7,26.1,23.7,21.5,24.2,21.5,21.5,24.2,0110110110110
SPC_0816,22.2,0011111110111,22.2,19.5,16.9,16.9,20.0,16.9,20.0,20.0,16.9,22.2,20.0,16.9,20.0,0111010010010
SPC_0817,24.9,0010110010100,24.9,22.4,20.1,22.4,22.9,20.1,24.9,24.9,22.9,22.4,20.1,22.4,22.4,0111010001111
SPC_0818,26.6,0101110111110,26.6,24.8,26.6,24.8,24.8,22.2,24.3,24.8,24.8,24.8,22.2,24.8,24.3,0000011000101
SPC_0819,25.0,0100000111100,25.0,20.2,25.0,22.5,22.5,25.0,25.0,23.0,23.0,20.2,23.0,22.5,22.5,0101100001011
SPC_0820,27.8,0110001011000,27.8,26.1,26.1,25.6,25.6,25.6,23.6,27.8,23.6,23.6,27.8,25.6,25.6,0001111011011
SPC_0821,25.5,0011101111010,25.5,23.0,20.8,20.8,20.8,23.0,20.8,23.5,20.8,23.5,23.0,20.8,25.5,0111111010110
SPC_0822,23.6,0100001001101,23.6,18.5,20.9,20.9,23.6,20.9,21.5,20.9,23.6,21.5,21.5,20.9,18.5,0111010100011
SPC_0823,27.5,0010101000010,27.5,27.5,25.7,25.3,25.7,27.5,25.7,25.3,25.3,27.5,27.5,25.7,25.3,0001000110001
SPC_0824,23.7,0111101001011,23.7,21.6,18.6,18.6,18.6,23.7,21.6,21.0,23.7,21.6,21.0,21.6,18.6,0011100100101
SPC_0825,23.6,0000010000100,23.6,23.6,23.6,23.6,23.6,21.6,23.6,21.0,23.6,21.0,18.6,23.6,21.0,0000000101101
SPC_0826,22.5,0010100010101,22.5,22.5,20.3,19.7,20.3,22.5,19.7,22.5,20.3,22.5,17.2,22.5,20.3,0001001000100
SPC_0827,25.9,0001011010000,25.9,23.6,25.9,24.1,23.6,21.3,21.3,25.9,21.3,23.6,23.6,25.9,25.9,0100111011100
SPC_0828,24.7,0101001001001,24.7,22.7,24.7,19.8,24.7,24.7,19.8,24.7,22.2,19.8,24.7,22.2,22.7,0001001011010
SPC_0829,23.3,0110000000010,23.3,18.1,18.1,23.3,23.3,20.6,20.6,23.3,20.6,20.6,23.3,18.1,23.3,0110011011010
SPC_0830,25.6,0100010011101,25.6,23.7,25.6,25.6,25.6,23.7,23.2,23.2,20.9,20.9,23.7,25.6,23.7,0000001111000
SPC_0831,24.1,0110110101011,24.1,22.1,19.2,24.1,22.1,19.2,21.5,19.2,24.1,22.1,21.5,19.2,19.2,0010011100111
SPC_0832,24.1,0001001110110,24.1,21.5,24.1,22.1,24.1,24.1,22.1,22.1,22.1,21.5,22.1,19.1,24.1,0100000001010
SPC_0833,23.8,0101001100100,23.8,18.8,23.8,18.8,21.2,23.8,21.8,21.8,21.2,21.2,18.8,21.2,21.2,0101100011111
SPC_0834,27.3,0110001010011,27.3,23.0,25.6,27.3,27.3,25.1,25.6,27.3,23.0,27.3,27.3,23.0,23.0,0100010010011
SPC_0835,25.8,0010111100000,25.8,25.8,23.9,25.8,21.2,23.9,21.2,23.9,25.8,23.4,23.4,25.8,23.4,0000101001101
SPC_0836,25.9,0111101000111,25.9,24.0,24.0,24.0,21.2,25.9,21.2,23.5,23.5,23.5,21.2,21.2,21.2,0000101111111
SPC_0837,24.0,0111110101010,24.0,22.0,22.0,22.0,19.0,22.0,21.4,19.0,21.4,19.0,24.0,22.0,24.0,0000101111000
SPC_0838,25.4,0011101010111,25.4,25.4,23.4,20.7,20.7,22.9,20.7,22.9,20.7,25.4,23.4,23.4,23.4,0001111110000
SPC_0839,26.2,0101000011111,26.2,24.4,23.9,21.7,26.2,23.9,23.9,26.2,24.4,24.4,24.4,24.4,21.7,0011011000001
SPC_0840,25.2,0011011111011,25.2,22.8,20.5,23.3,25.2,20.5,20.5,23.3,20.5,20.5,22.8,20.5,23.3,0110011011110
SPC_0841,26.8,0011111000010,24.5,26.8,25.0,25.0,25.0,25.0,22.4,26.8,26.8,26.8,26.8,22.4,24.5,1000001000011
SPC_0842,24.6,0010011011001,24.6,22.1,19.7,22.1,24.6,19.7,22.6,22.1,19.7,22.6,22.1,24.6,19.7,0111010110101
SPC_0843,26.2,0101011011001,26.2,21.6,26.2,21.6,23.8,24.3,21.6,23.8,21.6,24.3,23.8,26.2,21.6,0101101110101
SPC_0844,25.1,0111010100010,25.1,23.2,20.4,20.4,25.1,20.4,22.6,20.4,22.6,22.6,25.1,23.2,25.1,0011011111000
SPC_0845,22.3,0110000100000,22.3,17.0,20.1,19.5,22.3,19.5,22.3,20.1,19.5,22.3,19.5,19.5,22.3,0101010010110
SPC_0846,25.0,0100101101100,25.0,20.2,22.6,25.0,20.2,25.0,20.2,20.2,22.6,20.2,23.1,22.6,22.6,0110101111011
SPC_0847,26.1,0010011101000,26.1,23.7,21.5,23.7,23.7,21.5,24.3,24.3,23.7,21.5,23.7,23.7,26.1,0111110011110
SPC_0848,22.1,0000100000000,22.1,22.1,19.3,22.1,16.7,19.3,22.1,19.3,22.1,22.1,19.3,22.1,22.1,0010110100100
SPC_0849,23.7,0001000010101,23.7,23.7,21.1,18.7,23.7,21.1,21.1,23.7,21.7,21.1,18.7,23.7,18.7,0011011001101
SPC_0850,24.9,0010000000010,24.9,22.4,20.1,22.4,24.9,24.9,24.9,22.4,24.9,24.9,24.9,23.0,22.4,0111000100001
SPC_0851,23.1,0010100110000,23.1,23.1,17.9,23.1,17.9,23.1,20.4,17.9,17.9,23.1,20.4,20.4,20.4,0010101110111
SPC_0852,22.8,0010101001011,22.8,22.8,17.5,20.0,17.5,20.0,17.5,22.8,22.8,17.5,20.0,20.6,17.5,0011111001101
SPC_0853,25.8,0000000101011,25.8,25.8,25.8,25.8,25.8,25.8,23.4,23.9,25.8,23.9,23.4,23.9,21.1,0000001000101
SPC_0854,23.2,0000001001111,23.2,23.2,20.5,23.2,23.2,23.2,18.0,23.2,20.5,18.0,21.1,21.1,21.1,0010001011000
SPC_0855,25.4,0010001000110,25.4,25.4,23.5,23.0,25.4,23.0,23.5,25.4,23.0,23.0,20.7,20.7,23.0,0001010011111
SPC_0856,25.6,0101000101101,25.6,23.7,23.2,23.7,23.2,25.6,25.6,23.7,23.2,20.9,20.9,25.6,20.9,0010100011101
SPC_0857,25.7,0000110001011,25.7,25.7,25.7,25.7,23.8,23.8,25.7,23.3,25.7,21.0,23.3,23.8,23.8,0000000101100
SPC_0858,24.8,0100110000111,24.8,20.0,22.3,24.8,20.0,22.8,22.3,24.8,24.8,24.8,22.8,22.8,22.8,0110101000000
SPC_0859,25.3,1000000011100,23.3,22.8,25.3,25.3,22.8,22.8,25.3,22.8,23.3,20.5,20.5,22.8,22.8,0100110101111
SPC_0860,24.2,0001111111110,24.2,21.6,21.6,22.1,19.2,19.2,19.2,19.2,22.1,19.2,22.1,19.2,21.6,0110111101011
SPC_0861,25.7,0001001000110,25.7,23.3,25.7,21.1,25.7,25.7,23.8,23.3,23.3,23.3,21.1,21.1,25.7,0101000111110
SPC_0862,25.3,0010001000100,22.9,25.3,23.4,25.3,25.3,25.3,20.6,25.3,25.3,25.3,23.4,22.9,25.3,1000001000010
SPC_0863,25.3,0101101110111,25.3,23.4,22.8,23.4,20.6,25.3,20.6,23.4,20.6,22.8,20.6,23.4,23.4,0010101011100
SPC_0864,26.4,0111000000001,26.4,21.9,21.9,24.6,26.4,24.1,24.1,24.1,24.1,26.4,24.1,26.4,24.6,0110011110100
SPC_0865,24.3,0100010100100,24.3,22.3,24.3,21.8,24.3,19.4,21.8,22.3,21.8,24.3,22.3,24.3,24.3,0001011010000
SPC_0866,23.7,0000101001110,23.7,23.7,21.1,23.7,18.6,21.1,18.6,23.7,23.7,18.6,18.6,18.6,21.1,0010111001111
SPC_0867,25.2,0010111010101,25.2,25.2,20.4,22.7,23.2,20.4,23.2,22.7,20.4,25.2,20.4,25.2,23.2,0011010110100
SPC_0868,24.0,0000100001100,24.0,24.0,21.4,24.0,21.9,24.0,24.0,24.0,21.4,21.9,21.9,24.0,24.0,0010000010000
SPC_0869,26.6,0001010100101,26.6,26.6,24.2,22.1,26.6,22.1,26.6,24.7,26.6,24.2,24.7,26.6,24.7,0011010001000
SPC_0870,23.1,0101111011011,23.1,18.0,23.1,21.0,21.0,18.0,21.0,20.4,21.0,18.0,23.1,18.0,21.0,0100010101010
SPC_0871,24.8,0001100001111,24.8,22.3,24.8,22.8,19.9,22.3,22.3,22.3,22.3,22.8,19.9,19.9,19.9,0100111110111
SPC_0872,27.3,0001111101011,27.3,25.1,25.1,25.6,23.0,23.0,25.6,25.6,27.3,23.0,25.1,23.0,25.6,0110110001110
SPC_0873,25.2,0010111011110,25.2,25.2,20.4,25.2,20.4,23.2,20.4,25.2,23.2,20.4,23.2,20.4,25.2,0010101001010
SPC_0874,26.0,0001011111000,26.0,26.0,23.6,21.4,23.6,21.4,21.4,21.4,21.4,24.1,26.0,23.6,26.0,0011111110010
SPC_0875,24.0,0010000000011,24.0,24.0,21.9,24.0,21.4,21.4,21.4,24.0,24.0,24.0,24.0,21.9,19.0,0000111000001
SPC_0876,24.9,0010110010010,24.9,24.9,20.1,24.9,23.0,23.0,22.5,22.5,23.0,22.5,22.5,20.1,22.5,0010001101111
SPC_0877,24.9,0101110011010,24.9,20.1,24.9,20.1,20.1,22.9,24.9,24.9,22.9,22.9,22.4,22.9,22.4,0101100000101
SPC_0878,25.3,0000111010111,25.3,25.3,22.8,22.8,23.4,20.6,20.6,22.8,20.6,22.8,20.6,20.6,23.4,0011011111110
SPC_0879,25.9,0010111000010,25.9,25.9,24.0,23.5,24.0,21.3,24.0,23.5,23.5,23.5,25.9,24.0,25.9,0001010111000
SPC_0880,24.9,0111010111100,24.9,22.9,22.9,22.9,24.9,20.1,24.9,20.1,22.9,20.1,22.9,22.4,24.9,0000010101010
SPC_0881,0.0,0001011001111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_0882,22.1,0111000111001,22.1,19.9,19.9,16.7,22.1,19.3,19.3,19.9,16.7,19.9,19.3,22.1,16.7,0001011010101
SPC_0883,26.1,0110011011001,26.1,24.2,21.5,23.7,26.1,24.2,21.5,23.7,21.5,21.5,26.1,26.1,24.2,0011001111000
SPC_0884,0.0,0101101000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000000000000
SPC_0885,25.9,0100010001100,25.9,24.0,23.5,25.9,25.9,24.0,23.5,23.5,25.9,21.3,21.3,23.5,25.9,0010001101110
SPC_0886,25.6,0101000111100,25.6,20.9,23.2,23.7,23.2,25.6,23.2,23.7,20.9,23.7,23.7,23.2,25.6,0110101010010
SPC_0887,27.4,1000000110001,25.6,27.4,27.4,27.4,27.4,25.2,27.4,23.1,23.1,25.2,25.2,27.4,23.1,0000010111101
SPC_0888,25.0,0000111110111,25.0,25.0,22.6,25.0,23.1,20.3,20.3,23.1,23.1,22.6,20.3,20.3,20.3,0010011001111
SPC_0889,24.3,0010111110010,24.3,24.3,19.4,21.7,19.4,22.3,22.3,19.4,22.3,24.3,21.7,19.4,21.7,0011100100111
SPC_0890,26.8,0000011100000,26.8,24.5,26.8,26.8,26.8,25.0,22.3,22.3,26.8,26.8,26.8,24.5,26.8,0100001100010
SPC_0891,27.1,0100001001000,27.1,25.3,24.8,24.8,24.8,24.8,25.3,24.8,24.8,22.7,27.1,27.1,27.1,0011110111000
SPC_0892,28.1,0001011010100,28.1,25.9,25.9,23.9,25.9,23.9,23.9,25.9,26.4,28.1,26.4,25.9,28.1,0111111100010
SPC_0893,25.9,0001011011011,25.9,25.9,23.5,24.0,25.9,21.3,21.3,23.5,21.3,24.0,25.9,21.3,21.3,0010011110011
SPC_0894,24.0,0011100101010,24.0,24.0,22.0,22.0,22.0,24.0,24.0,19.0,21.4,19.0,21.4,19.0,21.4,0000000111111
SPC_0895,23.6,0011010010111,23.6,23.6,21.6,18.6,23.6,21.6,23.6,23.6,18.6,23.6,21.6,18.6,21.6,0001000010010
SPC_0896,21.9,0010100001111,21.9,21.9,19.7,21.9,19.7,21.9,19.1,21.9,19.1,19.7,19.7,19.7,19.7,0000001010000
SPC_0897,28.1,0000100010000,28.1,28.1,25.9,25.9,26.3,28.1,28.1,25.9,26.3,25.9,28.1,28.1,28.1,0011000101000
SPC_0898,24.0,0010110000011,24.0,21.4,19.0,21.4,19.0,19.0,21.4,24.0,21.4,24.0,24.0,19.0,22.0,0111111010010
SPC_0899,24.7,0010110111011,24.7,24.7,19.8,22.2,22.7,22.7,24.7,19.8,19.8,22.7,22.2,22.7,19.8,0011000110101
SPC_0900,25.1,0000110111110,25.1,22.6,25.1,22.6,20.3,20.3,22.6,23.1,20.3,20.3,20.3,23.1,25.1,0101111011100
SPC_0901,24.0,0010000100001,24.0,21.4,21.9,21.4,21.4,24.0,24.0,21.9,21.4,21.4,21.4,24.0,21.9,0101100011100
SPC_0902,26.6,0000001110011,26.6,26.6,26.6,26.6,24.3,26.6,22.2,24.8,22.2,24.3,26.6,24.8,22.2,0000101011001
SPC_0903,26.0,0010000101011,26.0,23.6,21.4,23.6,26.0,26.0,23.6,21.4,26.0,21.4,23.6,24.1,21.4,0111001101101
SPC_0904,27.6,1000001010101,25.8,27.6,27.6,27.6,25.4,27.6,25.8,25.4,23.3,27.6,25.8,25.4,23.3,0000100110011
SPC_0905,23.7,0110001000001,23.7,18.7,21.7,21.1,21.1,21.1,18.7,21.1,23.7,21.1,21.1,21.1,18.7,0101111101111
SPC_0906,24.0,0101010010100,24.0,22.0,24.0,19.0,24.0,19.0,24.0,21.4,22.0,21.4,19.0,24.0,21.4,0001010101101
SPC_0907,24.5,0100100001111,24.5,22.5,22.0,24.5,19.6,24.5,22.0,22.0,24.5,19.6,22.5,22.5,19.6,0010101101001
SPC_0908,22.5,0100001010110,22.5,20.4,19.8,19.8,19.8,22.5,17.3,19.8,17.3,22.5,20.4,17.3,22.5,0011101110010
SPC_0909,23.6,0001100111110,23.6,23.6,21.0,21.6,21.6,23.6,21.0,18.6,21.6,21.6,18.6,18.6,21.0,0010001100111
SPC_0910,25.5,0001111100100,25.5,23.0,23.0,23.6,23.6,20.8,23.6,23.6,23.0,23.0,23.6,25.5,23.0,0110010011001
SPC_0911,24.1,0011010111100,24.1,24.1,19.1,22.0,21.5,22.0,24.1,22.0,22.0,22.0,19.1,24.1,24.1,0010100000100
SPC_0912,23.6,0010100000010,23.6,20.9,21.5,20.9,21.5,20.9,20.9,23.6,20.9,20.9,23.6,18.5,20.9,0101011011011
SPC_0913,25.0,0110011011101,25.0,20.2,23.0,22.5,22.5,23.0,23.0,25.0,23.0,23.0,23.0,25.0,20.2,0101100000001
SPC_0914,24.1,0000011101011,24.1,21.6,21.6,24.1,24.1,22.1,19.2,22.1,21.6,22.1,24.1,19.2,22.1,0110001010010
SPC_0915,24.0,0110010100011,24.0,19.0,19.0,24.0,24.0,19.0,24.0,19.0,21.4,21.4,21.4,22.0,22.0,0110010111100
SPC_0916,25.3,0110111010010,25.3,20.6,23.4,22.9,23.4,20.6,20.6,22.9,23.4,22.9,25.3,20.6,22.9,0101011101011
SPC_0917,26.4,0000001111110,26.4,26.4,24.1,26.4,24.1,26.4,24.6,24.6,21.9,21.9,24.6,24.6,26.4,0010100011000
SPC_0918,25.6,0011110001001,25.6,23.2,21.0,21.0,23.7,21.0,25.6,23.2,25.6,21.0,23.2,23.2,21.0,0111010101111
SPC_0919,25.4,0100011011100,25.4,23.5,23.0,25.4,25.4,23.5,23.5,23.0,20.7,20.7,23.5,23.0,23.0,0010000111011
SPC_0920,24.8,0000010110110,24.8,22.3,22.3,24.8,24.8,20.0,24.8,20.0,20.0,22.3,20.0,20.0,24.8,0110010111110
SPC_0921,25.6,0010001101010,25.6,23.2,20.9,23.2,25.6,25.6,23.7,20.9,25.6,23.7,23.2,23.7,23.2,0111000100101
SPC_0922,25.9,0010101011111,25.9,23.5,21.3,23.5,21.3,23.5,21.3,23.5,24.0,24.0,24.0,21.3,21.3,0111111100011
SPC_0923,23.6,0101010110101,23.6,18.5,20.9,18.5,23.6,21.5,23.6,18.5,18.5,20.9,21.5,23.6,21.5,0111000111000
SPC_0924,25.1,0011010000100,25.1,25.1,20.4,23.2,25.1,20.4,22.7,25.1,22.7,22.7,23.2,25.1,22.7,0010011011001
SPC_0925,22.3,0011110011010,22.3,19.5,20.1,20.1,17.0,17.0,19.5,22.3,17.0,17.0,22.3,17.0,19.5,0100111011011
SPC_0926,25.6,0111011111010,25.6,21.0,23.7,23.7,23.2,23.7,23.7,21.0,23.7,21.0,25.6,21.0,23.2,0100100101011
SPC_0927,27.9,0110011100111,27.9,23.7,26.2,27.9,27.9,23.7,26.2,26.2,27.9,27.9,26.2,23.7,23.7,0100010000011
SPC_0928,23.5,0000010101001,23.5,23.5,23.5,20.8,20.8,18.4,20.8,21.4,20.8,18.4,20.8,23.5,21.4,0001111011100
SPC_0929,27.6,0110011111010,27.6,23.3,25.8,25.4,27.6,23.3,23.3,25.8,23.3,25.8,27.6,23.3,27.6,0101011010010
SPC_0930,25.7,0001101001100,25.7,23.3,25.7,21.1,21.1,25.7,23.8,25.7,25.7,23.8,21.1,25.7,25.7,0101100000100
SPC_0931,25.2,0000011001001,25.2,25.2,25.2,25.2,22.7,20.5,20.5,22.7,22.7,23.3,25.2,25.2,20.5,0000111110001
SPC_0932,23.0,0100111100000,23.0,17.8,23.0,23.0,17.8,17.8,17.8,17.8,20.3,20.3,20.3,23.0,20.3,0100111111101
SPC_0933,26.4,0110110100001,26.4,21.8,21.8,26.4,21.8,21.8,24.0,21.8,26.4,26.4,24.0,26.4,24.5,0110111100100
SPC_0934,24.6,0101001111110,24.6,22.6,24.6,19.8,24.6,24.6,22.6,22.6,22.6,22.6,22.6,22.6,24.6,0001000000000
SPC_0935,23.5,0010001110001,23.5,20.9,18.4,23.5,23.5,23.5,18.4,18.4,21.4,20.9,23.5,20.9,18.4,0110001101011
SPC_0936,23.5,0010100100110,23.5,20.8,18.4,23.5,18.4,20.8,23.5,21.4,20.8,20.8,21.4,18.4,20.8,0110110011011
SPC_0937,25.0,0111001100000,25.0,23.1,20.3,20.3,25.0,25.0,20.3,20.3,25.0,22.6,22.6,22.6,22.6,0011001101111
SPC_0938,23.1,0011110011011,23.1,20.4,21.0,21.0,17.9,17.9,23.1,20.4,21.0,21.0,23.1,17.9,21.0,0100110100010
SPC_0939,24.3,0011100110100,24.3,21.7,22.3,19.4,19.4,21.7,21.7,19.4,19.4,21.7,19.4,21.7,24.3,0101111111110
SPC_0940,24.3,0010010011010,24.3,21.8,19.4,24.3,24.3,19.4,21.8,24.3,22.3,19.4,21.8,19.4,21.8,0110011001111
SPC_0941,24.6,0100011100101,24.6,19.7,22.1,24.6,24.6,19.7,19.7,19.7,24.6,24.6,22.6,24.6,22.6,0110011100000
SPC_0942,25.0,0101011100111,25.0,20.3,25.0,20.3,25.0,23.1,23.1,20.3,22.6,25.0,20.3,20.3,20.3,0101000110111
SPC_0943,27.6,0100110001011,27.6,23.3,27.6,27.6,25.9,25.9,25.4,27.6,27.6,23.3,25.4,23.3,25.9,0100001001110
SPC_0944,25.8,0101100101100,25.8,24.0,23.4,21.2,21.2,25.8,25.8,24.0,23.4,24.0,24.0,25.8,23.4,0011100010001
SPC_0945,25.4,1000000000000,23.4,22.9,25.4,25.4,25.4,25.4,25.4,25.4,25.4,25.4,22.9,25.4,25.4,0100000000100
SPC_0946,23.8,0000111101001,23.8,21.1,23.8,21.1,18.7,21.7,18.7,18.7,23.8,18.7,21.1,21.1,21.7,0101101101110
SPC_0947,22.7,0001111100001,22.7,22.7,20.0,17.5,20.6,17.5,20.6,20.6,22.7,22.7,20.0,20.0,17.5,0011010000111
